Plant url,Common name,Common Name - MBG,Botanical name,Botanical Name - MBG,Type,Family,Native range,Zone,Zone low,Zone high,Height,Height low,Height high,Unit,Spread,Spread low,Spread high,Unit,Bloom Time,Bloom Description,Sun,Water,Maintenance,Suggested Use,Flower,Attracts,Fruit,Leaf,Other,Tolerate,Culture,Noteworthy characteristics,Problems,Garden uses,Hummingbirds,Butterflies,Birds,Erosion,Rabbit,Black Walnut,Drought,Clay Soil,Deer,Dry Soil,Shallow-Rocky Soil,Heavy Shade,Wet Soil,Air Pollution
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287080&isprofile=1&basic=Chelone+obliqua,0,turtlehead ,Chelone obliqua,Chelone obliqua,Herbaceous perennial,Plantaginaceae,United States,5 to 9,5,9,2.00 to 3.00 feet,2,3,feet,1.00 to 2.00 feet,1,2,feet,July to September," Rosy purple, pink, or white.",Full sun to part shade,Medium to wet,Medium," Naturalize, Rain Garden",Showy,,,,," Erosion, Clay Soil, Wet Soil","
Culture
Best grown in organically rich, humusy, moist to wet soils in full sun to part shade.  Preference is for dappled sun and consistently moist soil conditions.  Appreciates a composted leaf mulch, particularly in full sun areas.  Consider pinching back the stem ends in spring to reduce mature plant height, especially when growing plants in strongly shaded areas where they are more likely to need some support.  In optimum environments, however, staking is usually not required.  Although native to swampy areas, this plant generally succeeds in any rich soil in both sunny and shady conditions with some tolerance for brief periods of dry soil.  Will self-seed in moist soils.  Propagate by division, cuttings or seed.
","
Noteworthy Characteristics
Chelone oblique, commonly known as turtlehead, is a stiffly erect, clump-forming perennial that typically grows 2-3’ tall.  It is native to moist woods, swampy areas, floodplains, alluvial forests and stream margins in parts of the Midwestern and Eastern U.S. from Minnesota to Virginia south to Mississippi and Florida.  Hooded, snapdragon-like, two-lipped flowers (each to 1.5” long) ranging in color from red to pink to deep rose bloom in tight, spike-like terminal racemes from late summer into autumn (late July – September).  Each flower has a sparse pale yellow beard inside the lower lip.  Flowers purportedly resemble the heads of open-mouthed turtles.  Pairs of opposite, coarsely-toothed, lance-shaped, dark green leaves appear in pairs along the stem.Genus name comes from the Greek word chelone meaning tortoise in reference to the turtlehead shape of the flowers.Specific epithet means lopsided or oblique.
","
Problems
No serious insect or disease problems. Some susceptibility to mildew, particularly if soils are kept on the dry side and/or air circulation is poor. If grown in too much shade, plants may need some support.
","
Garden Uses
Shade or woodland gardens.  Native plant gardens.  Bog gardens.  Pond or water garden peripheries.  Borders as long as the soil moisture requirements can be met.
",,,,,,,,,,,,,,
Not found,0,0,Chenopodium album,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium atrovirens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium berlandieri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium bonus-henricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium californicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium capitatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium carnosulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium chenopodioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium cycloides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium desiccatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium ficifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium foggii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium foliosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium fremontii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium gaudichaudianum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium glaucum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium hians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium hircinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium humile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium incanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium leptophyllum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium littoreum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium macrospermum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium murale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium neomexicanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium nevadense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium oahuense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium opulifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium overi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium pallescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium pallidicaule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium polyspermum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium pratericola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279158&isprofile=1&basic=Chenopodium+quinoa,0,quinoa ,Chenopodium quinoa,Chenopodium quinoa,Annual,Amaranthaceae,South America,2 to 11,2,11,2.00 to 2.50 feet,2,2.5,feet,1.00 to 1.50 feet,1,1.5,feet,Flowers not showy,Greenish,Full sun,Medium,Low," Annual, Vegetable",,,,,,,"
Culture
Best grown in cool, dry, upland conditions in dry to medium well-drained soils in full sun.  May not produce seed if temperatures are too hot.  In its native territory in the Andes Mountains, this plant is most commonly found growing at elevations of 8,000’ to 13,000’.  Generally thrives in dry, sandy, well-drained soils in cool summer climates.  Tolerant of marginal soils.  This plant is generally lacking in ornamental interest.
","
Noteworthy Characteristics
Chenopodium quinoa, commonly known as quinoa, is an herbaceous annual of the goosefoot family that is native to the Andes Mountains in South America (Columbia, Peru, Bolivia, Ecuador, Chile and Argentina).  It is a somewhat weedy plant that typically matures in the wild to 3-6’ tall.  Although its spinach-like leaves are sometimes eaten as a raw or cooked leaf vegetable or added to various food dishes as an herb flavoring, this plant is primarily grown today as a grain crop for harvest in fall of its tiny edible seeds which are often cooked (boiled) in somewhat the same manner as rice or ground up as flour.   Quinoa is classified as a pseudocereal rather than a cereal because it is not a true grass.  As a grain, it has a somewhat dull to nutty flavor.  

Quinoa leaves are medium green, alternate, broad, generally pubescent, smooth to lobed, and lanceolate to triangular.  Young leaves may be steamed or sautéed.  Tiny, greenish, apetalous flowers bloom in summer in terminal and axillary racemes. Quinoa seeds mature in fall in indehiscent fruits (achenes).  Fruits, depending on the cultivar or variety, often develop interesting colors ranging from white to red to black.  

Quinona is a nutrient-rich food.  Seeds have respectable nutritional values, and have been an important part of the diet of Andean residents for at least the past 4,000 years.  Seeds are a plant source for complete protein.  Seeds also have respectable amounts of iron, calcium and phosphorus.  Leaves are a rich source of potassium, niacin and pantothenic acid.  

Popularity of this species is on the rise.  It is now grown in a number of countries around the world, including the U.S., Canada, Italy, Sweden and India, but continues to be most commonly found in the Andean Mountain areas of Peru and Bolivia.  In North America, it is currently cultivated as a seed crop in western Canada, Pacific northwestern states and other northern mountain states.  It was introduced into the dry alpine desert conditions (average elevation of 7,500’) of southern Colorado’s San Luis Valley (home of the Great Sand Dunes National Park and origin of the Rio Grande River) in 1982.  

The United Nations General Assembly declared 2013 as the International year of Quinoa in recognitions of the historical practices of the Andean people who have preserved this plant as a human food.Genus name comes from the Greek chen meaning a goose and podion meaning a little foot in reference to the goosefoot shape of some plant leaves.Specific epithet comes from the Incan word quinua meaning “mother grain” or the Spanish spelling of the name Kinwa.
","
Problems
No known serious insect or disease problems.  Susceptible to leaf miner when grown in the eastern U.S.
","
Garden Uses
Annual for herb gardens, vegetable gardens or containers.  Borders.
",,,,,,,,,,,,,,
Not found,0,0,Chenopodium rubrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium salinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium schraderianum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium simplex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium standleyanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium subglabrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium urbicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium variabile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium vulvaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chenopodium watsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=293766&isprofile=1&basic=Chilopsis+linearis,0,desert willow ,Chilopsis linearis,Chilopsis linearis LUCRETIA HAMILTON,Deciduous shrub,Bignoniaceae,,6 to 9,6,9,12.00 to 18.00 feet,12,18,feet,12.00 to 18.00 feet,12,18,feet,May to June,Fuchsia,Full sun,Dry to medium,Low,Flowering Tree," Showy, Fragrant"," Hummingbirds, Butterflies",,,," Drought, Dry Soil, Shallow-Rocky Soil","
Culture
Easily grown in dry to medium moisture, slightly alkaline, well-draining soils in full sun. Once established, will tolerate drier soils and drought conditions if occasional supplemental water is provided in summer. Prune as needed when the tree is dormant from late winter into early spring. Hardy in Zones 7-9.LUCRETIA HAMILTON is known to be more cold hardy than the species. Can be grown in Zone 6, but the root zone will require winter protection and moderate to severe dieback is possible.
","
Noteworthy Characteristics
Chilopsis linearis, commonly called desert willow, is a small deciduous tree or large shrub with a single trunk, upright, open branching structure, and vigorous growth habit. This plant is found growing in desert stream banks, washes, ditches, and depressions throughout the southwestern United States and north-central Mexico. Mature plants will reach up to 30' tall with a 20' spread. The leaves are narrow and lance-shaped, reaching up to 10"" long and only 0.25"" wide. White to rose-pink blooms (up to 1.5"" long) with ruffled petals appear on terminal panicles from May to June, but will sporadically rebloom throughout the summer particularly after rain. The fragrant, trumpet-shaped flowers are highly attractive to hummingbirds, butterflies, and other insect pollinators.Genus name comes from the Greek words cheilos meaning lip and opsis meaning resembling in reference to the distinct lip found on its calyx.The specific epithet linearis means ""linear"" and refers to the shape of the foliage.The common name desert willow refers to the resemblance of this plant to many willows (genus Salix), but it is more closely related to catalpa (genus Catalpa) and trumpetcreeper (genus Campsis).LUCRETIA HAMILTON is a compact selection that reaches a maximum height and spread of around 18'. The blooms are a bright fuchsia with light pink to white interiors. Its name honors Lucretia Breazeale Hamilton (1908-1986), an American botanist and botanical illustrator whose work focused primarily on the flora of the southwestern United States.
","
Problems
No major pest or disease problems.
","
Garden Uses
Does best in hot, dry areas of the garden. Suitable as an accent plant in rock gardens, pollinator gardens, desert gardens, and xeriscaping projects.
",,,,,,,,,,,,,,
Not found,0,0,Chiloschista loheri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiloscyphus gemmiparus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiloscyphus pallescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiloscyphus polyanthos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chimaphila maculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chimaphila menziesii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chimaphila umbellata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiococca alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiococca parvifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiodecton malmei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiodecton ochroleucum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiodecton perplexum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiodecton sphaerale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiodecton subochroleucum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionanthus axilliflorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionanthus compactus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionanthus domingensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionanthus holdridgei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionanthus ligustrinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionanthus pygmaeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionanthus sessiliflorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282950&isprofile=1&basic=Chionanthus+virginicus,0,fringe tree ,Chionanthus virginicus,Chionanthus virginicus,Tree,Oleaceae,Eastern United States,3 to 9,3,9,12.00 to 20.00 feet,12,20,feet,12.00 to 20.00 feet,12,20,feet,May to June,Creamy white,Full sun to part shade,Medium,Low,Flowering Tree," Showy, Fragrant",Birds,Showy,Good Fall,," Clay Soil, Black Walnut, Air Pollution","
Culture
Easily grown in average, medium, well-drained soil in full sun to part shade. Prefers moist, fertile soils. Seldom needs pruning. Tolerant of air pollution and adapts well to urban settings. Intolerant of prolonged dry conditions.
","
Noteworthy Characteristics
Chionanthus virginicus, commonly called fringetree, is a deciduous, Missouri native shrub or small tree with a spreading, rounded habit that typically grows 12-20' tall (to 35' in the wild, however) and most often occurs in rich, moist woods and hillsides, moist stream banks, limestone glade margins and rocky bluffs and ledges. Common name refers to the slightly fragrant, spring-blooming flowers which feature airy, terminal, drooping clusters (4-6"" long) of fringe-like, creamy white petals. Dioecious (separate male and female plants), but also may have perfect flowers on each plant. Male flowers are showier than female flowers. Fertilized perfect or female flowers give way to clusters of olive-like fruits which ripen to a dark, bluish black in late summer and are a food source for birds and wildlife. Wide, spear-shaped leaves (to 8"" long) turn yellow in autumn.Genus name comes from the Greek words chion meaning snow and anthos meaning a flower for the snow white flowers of C. virginicus.Specific epithet means of Virginia.
","
Problems
No serious insect or disease problems. Some susceptibility to scale and borers (particularly when grown in dry locations).
","
Garden Uses
Grow in groups or as specimens in lawns or in shrub or woodland borders. Also may be used in native plant gardens or near streams or ponds. Can be spectacular in full bloom.
",,,,,,,,,,,,,,
Not found,0,0,Chione seminervis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chione venosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionodoxa cretica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=244278&isprofile=1&basic=Chionodoxa+forbesii,0,glory of the snow ,Chionodoxa forbesii,Chionodoxa forbesii,Bulb,Asparagaceae,Western Turkey,3 to 8,3,8,0.50 to 1.00 feet,0.5,1,feet,0.25 to 0.50 feet,0.25,0.5,feet,February to April,Violet-blue,Full sun to part shade,Medium,Low,," Showy, Good Cut",,,,," Deer, Black Walnut","
Culture
Easily grown in average, medium moisture, well-drained soils in full sun to part shade.  Plant bulbs 3” deep and 2-3” apart in fall.  Plants naturalize easily by bulb offsets and self-seeding to form a spreading carpet of early spring bloom.  Foliage begins to fade shortly after bloom and generally disappears by late spring as plants go into dormancy until the following spring.
","
Noteworthy Characteristics
Chionodoxa forbseii, commonly called glory-of-the-snow, is a bulbous perennial that is native to mountainsides in southwestern Turkey.  It is among the first bulbs to bloom in the spring, often poking its flowering stalks up through melting snows, hence its common name of glory-of-the-snow.  In the St. Louis area, plants typically bloom from mid-March to mid-April.  Each bulb produces 2-3 narrow, basal leaves and an upright flower stalk (to 6-12” tall) which is topped in very early spring by a loose raceme of 4-10 star-like, upward facing, six-petaled, soft violet-blue flowers with white centers.  

Chionodoxa forbseii is very similar in appearance to Chionodoxa luciliae (native to western Turkey).  The primary differences are that C. forbseii has slightly smaller flowers with slightly more pointed tepals on taller stems rising to as much as 12” tall with more flowers (up to 10) per flowering stem.  

Plants in the genus Chionodoxa are very similar to plants in the genus Scilla, the main differences being in tepal arrangement.  Some experts have merged Chionodoxa into the genus Scilla under the belief that the differences are not significant enough to warrant separate genus status.Genus name comes from the Greek words chion meaning snow and doxa meaning glory for its very early flowering when snow is still on the ground.Specific epithet honors James Forbes (1773-1861), British botanist who was employed as the gardener for the Duke of Bedford at Woburn Abbey.
","
Problems
No serious insect or disease problems.  Nematodes are an infrequent but potentially serious problem in some areas.
","
Garden Uses
Provides late winter to early spring color to the garden.  Best when massed and naturalized in rock gardens, sunny woodland areas, slopes or in lawns under large deciduous trees.  Mixes well with other early spring bulbs such as daffodils, species tulips and snowdrops.
",,,,,,,,,,,,,,
http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=290643&isprofile=1&basic=Chionodoxa+luciliae,0,glory of the snow ,Chionodoxa luciliae,Chionodoxa luciliae,Bulb,Asparagaceae,Western Turkey,3 to 8,3,8,0.25 to 0.50 feet,0.25,0.5,feet,0.25 to 0.50 feet,0.25,0.5,feet,March to April,Lilac blue with white center,Full sun to part shade,Medium,Low,Naturalize," Showy, Good Cut",,,,," Deer, Black Walnut","
Culture
Easily grown in average, medium moisture, well-drained soil in full sun to part shade.  Plant bulbs 3” deep and 2-3” apart in fall.  Plants naturalize easily by bulb offsets and self-seeding to form a spreading carpet of early spring bloom.  Foliage begins to fade shortly after bloom and generally disappears by late spring as plants go into dormancy until the following spring.
","
Noteworthy Characteristics
Chionodoxa luciliae, commonly called glory-of-the-snow, is a bulbous perennial that is native to mountainsides in western Turkey.  It is among the first bulbs to bloom in the spring, often poking its flowering stalks up through melting snows, hence its common name of glory-of-the-snow.  In the St. Louis area plants typically bloom from mid-March to mid-April.  Each bulb produces 2-3 narrow, basal leaves and an upright flower stalk (to 6” tall) which is topped in very early spring by a loose raceme of 2-3 star-like, upward facing, six-petaled, lilac blue to soft violet blue flowers with small white centers.  

Chionodoxa luciliae is very similar in appearance to Chionodoxa forbesii (native to southwestern Turkey).  The primary differences are that C. luciliae has slightly larger flowers with less pointed tepals on shorter stems rising to as much as 6” tall with fewer flowers per stem.  

Plants in the genus Chionodoxa are very similar to plants in the genus Scilla, the main differences being in tepal arrangement.  Some experts have merged Chionodoxa into the genus Scilla under the belief that the differences are not significant enough to warrant separate genus status.Genus name comes from the Greek words chion meaning snow and doxa meaning glory for its very early flowering when snow is still on the ground.Specific epithet honors Lucile Boissier, wife of Swiss botanist Pierre Edmond Boissier (1810-1885).
","
Problems
No serious insect or disease problems.  Nematodes are an infrequent but potentially serious problem in some areas.
","
Garden Uses
Provides late winter to early spring color to the garden.  Best when massed and naturalized in rock gardens, sunny woodland areas, slopes or in lawns under large deciduous trees.  Mixes well with other early spring bulbs such as daffodils, species tulips and snowdrops.
",,,,,,,,,,,,,,
Not found,0,0,Chionodoxa sardensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionophila jamesii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionophila tweedyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chionosphaera apobasidialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chiranthodendron pentadactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chloracantha spinosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chloris andropogonoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Not found,0,0,Chloris barbata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
